objectid,fromdate,geography,latitude,longitude,address,ward_name,nbh_cluster_names,comp_plan_area,crash_type,crash_on_interstate,scanner_audio_missing,crash_category,national_park
195891355,2021-02-10,0101000020E6100000870514AD673F53C0B8BF6DA0236C4340,38.845998,-76.994298,OAK DRIVE SE & SYCAMORE DRIVE SE,Ward 8,Saint Elizabeths,FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,MPD Only,0
195891161,2021-02-16,0101000020E6100000910476EA0F4153C0552D91F64F694340,38.845163,-77.007218,INTERSTATE 295 INTERSTATE BN,Ward 8,Joint Base Anacostia-Bolling,FAR SOUTHEAST AND SOUTHWEST,Cars Only,1,,MPD Only,0
195885377,2021-02-03,0101000020E6100000EBC776F5164453C084D3AAC0787C4340,38.972296,-77.063907,6236 UTAH AVENUE NW,Ward 4,"Hawthorne, Barnaby Woods, Chevy Chase",ROCK CREEK WEST,Car/Pedestrian,0,,MPD and DCFEMS,0
195894717,2021-02-27,0101000020E610000028A89C74773E53C03E555720B26B4340,38.839836,-76.977432,1800 VALLEY TERRACE SE,Ward 8,"Douglas, Shipley Terrace",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,MPD Only,0
195892849,2021-02-24,0101000020E610000070381C57733E53C02EE6C40AAA6B4340,38.841119,-76.975788,1900 SOUTHERN AVE,Ward 8,"Douglas, Shipley Terrace",,Cars Only,0,,MPD and DCFEMS,0
195888839,2021-02-09,0101000020E610000081923F39034053C0AC902C67856E4340,38.863087,-76.999468,INTERSTATE 295 SOUTHBOUND & SUITLAND PARKWAY SE,Ward 8,"Sheridan, Barry Farm, Buena Vista",LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,Cars Only,1,,MPD and DCFEMS,0
195889928,2021-02-10,0101000020E6100000B25E2E93E63E53C007A5F82AF66A4340,38.836435,-76.983895,1310 SOUTHERN AVENUE SE,Ward 8,"Douglas, Shipley Terrace",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,MPD Only,0
195888566,2021-02-07,0101000020E61000009904ACF1884053C0A69E3FC22B6C4340,38.845163,-77.007218,INTERSTATE 295 INTERSTATE BN,Ward 8,Joint Base Anacostia-Bolling,FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,MPD and DCFEMS,0
195891231,2021-02-18,0101000020E61000004800F4138A4053C0B6FC9677156C4340,38.845734,-77.009461,20 MACDILL BOULEVARD SW,Ward 8,Joint Base Anacostia-Bolling,FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,MPD Only,0
195891238,2021-02-18,0101000020E61000002F6A9169B73D53C0D3E58ADBAB704340,38.879857,-76.964319,"EAST CAPITOL & I295NB
UNITED STATES",Ward 7,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,MPD Only,0
195892876,2021-02-23,0101000020E61000006B62B6F1934253C0C988C010A8714340,38.88801,-77.039494,INDEPENDENCE AVENUE SW & 17TH STREET SW,Ward 2,"National Mall, Potomac River",CENTRAL WASHINGTON,Cars Only,0,,MPD Only,0
195891175,2021-02-17,0101000020E610000080A658E4AF3F53C0171454F1966E4340,38.882536,-77.017728,INTERSTATE 395 INTERSTATE BN,Ward 8,"Sheridan, Barry Farm, Buena Vista",LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,Cars Only,1,,MPD Only,0
195891198,2021-02-17,0101000020E610000045ED9D2AAE3F53C0A884553FB86E4340,38.86499,-76.995003,850 HOWARD ROAD SE,Ward 8,"Sheridan, Barry Farm, Buena Vista",LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,Cars Only,0,,MPD Only,0
195890077,2021-02-12,0101000020E6100000ECAA54F5973E53C0A8ED239FA76D4340,38.856509,-76.978022,2423 18TH PLACE SE,Ward 8,"Sheridan, Barry Farm, Buena Vista",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,MPD and DCFEMS,0
195889954,2021-02-12,0101000020E61000005194C63F173D53C0330917EB8F754340,38.916987,-76.955572,3600 NEW YORK AVENUE NE,Ward 5,"Woodridge, Fort Lincoln, Gateway",UPPER NORTHEAST,Cars Only,1,,MPD and DCFEMS,0
195892716,2021-02-20,0101000020E6100000AE7E96B6FC3C53C091427BA7BD754340,38.920019,-76.953411,2410 MARKET STREET NE,Ward 5,"Woodridge, Fort Lincoln, Gateway",UPPER NORTHEAST,Cars Only,0,,MPD and DCFEMS,0
195895472,2021-02-28,0101000020E61000005485BE43753D53C01B1431760B724340,38.890972,-76.96023,112 33RD STREET NE,Ward 7,"River Terrace, Benning, Greenway, Dupont Park",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,MPD Only,0
195889935,2021-02-12,0101000020E610000066496D14C53C53C096E4F37A1E714340,38.883735,-76.949527,421 37TH PLACE SE,Ward 7,"River Terrace, Benning, Greenway, Dupont Park",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,MPD Only,0
195888865,2021-02-02,0101000020E6100000C337F954443C53C0CB2B42F531704340,38.877916,-76.943419,800 RIDGE ROAD SE,Ward 7,"Capitol View, Marshall Heights, Benning Heights",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,MPD Only,0
195888547,2021-02-07,0101000020E61000006CFBCD319C3C53C05A7C548F1F714340,38.883768,-76.947019,4000 ELY PLACE SE,Ward 7,"River Terrace, Benning, Greenway, Dupont Park",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,MPD Only,0
195894428,2021-02-23,0101000020E610000072E35302803C53C0DFF5F9661F714340,38.883968,-76.9452,4048 ELY PLACE SE,Ward 7,"River Terrace, Benning, Greenway, Dupont Park",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,MPD Only,0
195890106,2021-02-06,0101000020E6100000B4235B45473C53C08397DDA70A714340,38.883333,-76.942294,4350 TEXAS AVENUE SE,Ward 7,"Capitol View, Marshall Heights, Benning Heights",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,MPD Only,0
195885314,2021-02-03,0101000020E610000037E65C48603D53C0C59AD589EB714340,38.889666,-76.958926,I295S AND EAST CAPITOL ST SE,Ward 7,"River Terrace, Benning, Greenway, Dupont Park",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,MPD and DCFEMS,0
195892896,2021-02-20,0101000020E61000002759D5F8703D53C0D5A2FF50EA714340,38.889956,-76.960018,3300 EAST CAPITOL STREET NE,Ward 7,"River Terrace, Benning, Greenway, Dupont Park",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,MPD Only,0
195886812,2021-02-03,0101000020E61000005B12BCFF523F53C07B1CD769776D4340,38.855115,-76.98944,2500 POMEROY ROAD SE,Ward 8,"Sheridan, Barry Farm, Buena Vista",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,MPD Only,0
195891166,2021-02-16,0101000020E6100000100902B4EE3E53C08C23F3FE396D4340,38.858711,-76.993956,STANTON ROAD SE & SUITLAND PARKWAY SE,Ward 8,"Sheridan, Barry Farm, Buena Vista",FAR SOUTHEAST AND SOUTHWEST,Cars Only,1,,MPD Only,0
195892704,2021-02-19,0101000020E610000090B9CFE9F23E53C097585BD4436D4340,38.853626,-76.983576,3036 STANTON ROAD SE,Ward 8,"Sheridan, Barry Farm, Buena Vista",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,MPD Only,0
195885495,2021-02-01,0101000020E6100000D4A8E663933F53C07FCA27D69C6D4340,38.85747,-76.993319,2658 SHERIDAN ROAD SE,Ward 8,"Sheridan, Barry Farm, Buena Vista",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,MPD Only,0
195891174,2021-02-17,0101000020E610000049483821733F53C04ECAAEB4A66D4340,38.856654,-76.991419,2800 DOUGLAS PLACE SE,Ward 8,"Sheridan, Barry Farm, Buena Vista",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,MPD Only,0
195892891,2021-02-24,0101000020E6100000EBD14D4A933F53C0662A45A39B6D4340,38.856616,-76.993414,2710 SHERIDAN ROAD SE,Ward 8,"Sheridan, Barry Farm, Buena Vista",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,MPD Only,0
195894718,2021-02-26,0101000020E6100000836A3C661A4053C0AEB294F749794340,38.946709,-77.002196,4900 BATES ROAD NE,Ward 5,"North Michigan Park, Michigan Park, University Heights",UPPER NORTHEAST,Cars Only,0,,MPD and DCFEMS,0
195886806,2021-02-03,0101000020E6100000931C33A3EE3E53C06BFE16BF396D4340,38.853298,-76.983303,SUITLAND PARKWAY SE & STANTON ROAD SE,Ward 8,"Sheridan, Barry Farm, Buena Vista",FAR SOUTHEAST AND SOUTHWEST,Cars Only,1,,MPD Only,0
195891256,2021-02-18,0101000020E610000016FF1A7EEE3E53C041B88532396D4340,38.853614,-76.983112,3038 STANTON ROAD SE,Ward 8,"Sheridan, Barry Farm, Buena Vista",FAR SOUTHEAST AND SOUTHWEST,Cars Only,1,,MPD Only,0
195891265,2021-02-19,0101000020E610000033FC3BD0ED3E53C0385E8696396D4340,38.853312,-76.983263,SUITLAND PARKWAY & STANTON ROAD,Ward 8,"Sheridan, Barry Farm, Buena Vista",FAR SOUTHEAST AND SOUTHWEST,Cars Only,1,,MPD Only,0
195891255,2021-02-18,0101000020E6100000E904E840F33F53C0E13F1AD6BE794340,38.951122,-76.999706,414 FARRAGUT STREET NE,Ward 5,"North Michigan Park, Michigan Park, University Heights",UPPER NORTHEAST,Cars Only,0,,MPD Only,0
195886827,2021-02-02,0101000020E61000004D5FDB1E954553C0964EE5637D764340,38.925694,-77.087224,4416 EDMUNDS STREET NW,Ward 3,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",ROCK CREEK WEST,Cars Only,0,,MPD and DCFEMS,0
195894586,2021-02-24,0101000020E610000002770BE9A83F53C00BA59745B76A4340,38.833978,-76.994973,3835 8TH STREET SE,Ward 8,"Congress Heights, Bellevue, Washington Highlands",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,MPD and DCFEMS,0
195890085,2021-02-12,0101000020E61000009534FC8AF03B53C0BFEE200DFE704340,38.882837,-76.936476,4434 FALLS TERRACE SE,Ward 7,"Capitol View, Marshall Heights, Benning Heights",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,MPD Only,0
195891183,2021-02-12,0101000020E61000000398F8C65C4053C09C79DE715E694340,38.823269,-77.005694,4721 1ST STREET SW,Ward 8,"Congress Heights, Bellevue, Washington Highlands",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,MPD Only,0
195888669,2021-02-09,0101000020E61000007FE5D8F5AF4053C0112F0E1ED9684340,38.819187,-77.010236,100 JOLIET STREET SW,Ward 8,Joint Base Anacostia-Bolling,FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,MPD and DCFEMS,0
195890112,2021-02-10,0101000020E61000004333679A483D53C07B5BA9109C6D4340,38.856318,-76.957554,3364 ERIE STREET SE,Ward 7,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,MPD and DCFEMS,0
195889929,2021-02-11,0101000020E61000006A218462DB4053C0162A766B946A4340,38.863976,-76.995102,INTERSTATE 295 INTERSTATE BN,Ward 8,Joint Base Anacostia-Bolling,FAR SOUTHEAST AND SOUTHWEST,Cars Only,1,,MPD Only,0
195892739,2021-02-20,0101000020E6100000C0B614698F4053C03A42CB0FA06A4340,38.832564,-77.008726,3900 MARTIN LUTHER KING JR AVENUE SW,Ward 8,"Congress Heights, Bellevue, Washington Highlands",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,MPD and DCFEMS,0
195894697,2021-02-27,0101000020E6100000F532AFCE934053C02DA8D4B1906A4340,38.832564,-77.008726,3900 MARTIN LUTHER KING JR AVENUE SW,Ward 8,"Congress Heights, Bellevue, Washington Highlands",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,MPD Only,0
195891369,2021-02-15,0101000020E61000006D544349034153C06476300C096A4340,38.828653,-77.012211,190 CHESAPEAKE STREET SW,Ward 8,Joint Base Anacostia-Bolling,FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,MPD Only,0
195895495,2021-02-28,0101000020E6100000B0F7D922B44153C0B66917F8F37C4340,38.976268,-77.026609,7111 GEORGIA AVE NW,Ward 4,Walter Reed,ROCK CREEK EAST,Cars Only,0,,MPD Only,0
195897125,2021-02-26,0101000020E6100000E0280981EE3F53C0393053C5776E4340,38.86298,-76.998915,INTERSTATE 295 INTERSTATE BN,Ward 8,"Sheridan, Barry Farm, Buena Vista",FAR SOUTHEAST AND SOUTHWEST,Cars Only,1,,MPD Only,0
195888560,2021-02-07,0101000020E61000003D8C3D23463D53C00DD2C1ECC0754340,38.9204,-76.958056,2200 SOUTH DAKOTA AVENUE NE,Ward 5,"Woodridge, Fort Lincoln, Gateway",UPPER NORTHEAST,Cars Only,0,,MPD Only,0
195889948,2021-02-12,0101000020E61000000F2AC7E24A3D53C0C31AEDFBC7754340,38.9204,-76.958056,2200 SOUTH DAKOTA AVENUE NE,Ward 5,"Woodridge, Fort Lincoln, Gateway",UPPER NORTHEAST,Cars Only,0,,MPD Only,0
195892924,2021-02-24,0101000020E6100000709B4C10653D53C0EBF414E3EA754340,38.921169,-76.959208,2300 SOUTH DAKOTA AVENUE NE,Ward 5,"Woodridge, Fort Lincoln, Gateway",UPPER NORTHEAST,Cars Only,0,,MPD Only,0
195891233,2021-02-18,0101000020E610000055795D9EC93F53C0B830A907D86D4340,38.858147,-76.996679,2638 BIRNEY PLACE SE,Ward 8,"Sheridan, Barry Farm, Buena Vista",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,MPD Only,0
195894570,2021-02-25,0101000020E61000004FA795E9593F53C052DA4533B76A4340,38.833286,-76.990217,4137 WHEELER ROAD SE,Ward 8,"Congress Heights, Bellevue, Washington Highlands",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,MPD Only,0
195892753,2021-02-20,0101000020E61000003ACAAC3C4E3E53C054D2565AD56D4340,38.857962,-76.973365,2301 AINGER PLACE SE,Ward 8,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,MPD Only,0
195886912,2021-02-02,0101000020E6100000DCBF19345B3D53C02511F2ED4E714340,38.885215,-76.958862,3320 DUBOIS PLACE SE,Ward 7,"River Terrace, Benning, Greenway, Dupont Park",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,MPD Only,0
195891248,2021-02-16,0101000020E6100000DA05F7A4AF4053C0AC5E1CF6CC6E4340,38.866748,-77.010379,1900 HALF STREET SW,Ward 6,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,Cars Only,0,,MPD Only,0
195890039,2021-02-14,0101000020E6100000AC3E28ED7B3F53C0D3FACADBE36A4340,38.834964,-76.991307,4000 WHEELER ROAD SE,Ward 8,"Congress Heights, Bellevue, Washington Highlands",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,MPD and DCFEMS,0
195892689,2021-02-19,0101000020E61000001E6A4916B44053C06B16FFBA19694340,38.821177,-77.010998,4680 MARTIN LUTHER KING JR AVENUE SW,Ward 8,"Congress Heights, Bellevue, Washington Highlands",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,MPD Only,0
195891119,2021-02-13,0101000020E61000000859D379C63B53C0A0D2976BBE744340,38.911581,-76.934402,1615 KENILWORTH AVENUE NE,Ward 7,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,MPD Only,0
195894516,2021-02-25,0101000020E61000008FFE7C9AC43B53C0933B4A48BE744340,38.911027,-76.932933,1600 EASTERN AVENUE NE,Ward 7,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,MPD Only,0
195892758,2021-02-20,0101000020E6100000295D1475604053C0BB58AAA06C6A4340,38.831432,-77.005885,3930 1ST STREET SE,Ward 8,"Congress Heights, Bellevue, Washington Highlands",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,MPD Only,0
195893015,2021-02-24,0101000020E6100000448ACB977F4053C04CDC0B70F56A4340,38.835286,-77.007896,3800 SOUTH CAPITOL STREET SE,Ward 8,"Congress Heights, Bellevue, Washington Highlands",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,MPD Only,0
195895462,2021-02-28,0101000020E61000001C7F42C8814053C0D233C3B9796A4340,38.832062,-77.008081,3920 SOUTH CAPITOL STREET SE,Ward 8,"Congress Heights, Bellevue, Washington Highlands",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,MPD and DCFEMS,0
195887037,2021-02-06,0101000020E61000007FEBE1BEAA4053C0FF603480116A4340,38.828652,-77.010389,145 CHESAPEAKE STREET SW,Ward 8,"Congress Heights, Bellevue, Washington Highlands",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,MPD Only,0
195891341,2021-02-11,0101000020E61000004061B080DC3B53C0EFC1AC543B714340,38.884902,-76.935454,4665 BENNING ROAD SE,Ward 7,"Capitol View, Marshall Heights, Benning Heights",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,MPD Only,0
195892925,2021-02-24,0101000020E6100000E99BFAF96C3C53C066B07710D26E4340,38.86574,-76.944768,4100 SOUTHERN AVENUE SE,Ward 7,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,MPD and DCFEMS,0
195887022,2021-02-04,0101000020E61000006F635E6C0D4153C0BFB34DF2FB764340,38.929556,-77.016442,110 IRVING STREET NW,Ward 5,"Edgewood, Bloomingdale, Truxton Circle, Eckington",ROCK CREEK EAST,Car/Pedestrian,0,,MPD and DCFEMS,0
195888663,2021-02-07,0101000020E610000044A3779A1F3F53C07A6C690C9D6A4340,38.836435,-76.983895,1310 SOUTHERN AVENUE SE,Ward 8,"Congress Heights, Bellevue, Washington Highlands",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,MPD Only,0
195895471,2021-02-28,0101000020E6100000414230AF2B3F53C008FA712F956A4340,38.832502,-76.986823,1010 SOUTHERN AVENUE SE,Ward 8,"Congress Heights, Bellevue, Washington Highlands",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,MPD Only,0
195892799,2021-02-21,0101000020E6100000AEE41900783C53C017992DAF1B6F4340,38.870463,-76.945062,4034 ALABAMA AVENUE SE,Ward 7,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,MPD Only,0
195889926,2021-02-11,0101000020E6100000EBE094A2873C53C0CEF55DACDE6E4340,38.86587,-76.945776,1638 FORT DUPONT STREET SE,Ward 7,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,MPD Only,0
195892708,2021-02-19,0101000020E61000001C642784533F53C0F4DFA3D7AE6A4340,38.833284,-76.989711,4201 WHEELER ROAD SE,Ward 8,"Congress Heights, Bellevue, Washington Highlands",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,MPD Only,0
195888522,2021-02-06,0101000020E61000003AEB8ECD2F3C53C050E8216C316F4340,38.870656,-76.938627,4300 SOUTHERN AVENUE SE,Ward 7,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,MPD Only,0
195891209,2021-02-16,0101000020E6100000793973B7403C53C04445F610176F4340,38.868272,-76.941595,4242 SOUTHERN AVENUE SE,Ward 7,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,MPD Only,0
195894532,2021-02-27,0101000020E610000027DA49AF373F53C03485CC20B56D4340,38.857115,-76.987695,2603 DOUGLAS PLACE SE,Ward 8,"Sheridan, Barry Farm, Buena Vista",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,MPD Only,0
195892860,2021-02-21,0101000020E6100000DBA19C674B3F53C07600E69F586A4340,38.831306,-76.98897,912 SOUTHERN AVENUE SE,Ward 8,"Congress Heights, Bellevue, Washington Highlands",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,MPD Only,0
195885399,2021-02-03,0101000020E6100000E325087A2F3F53C02C13DB61DF6D4340,38.858368,-76.987264,1449 HOWARD ROAD SE,Ward 8,"Sheridan, Barry Farm, Buena Vista",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,MPD Only,0
195891224,2021-02-18,0101000020E6100000D7FEEA95DA3F53C08D0A4128406B4340,38.837888,-76.997714,600 BLOCK OF MISSISSIPPI AVE SE,Ward 8,"Congress Heights, Bellevue, Washington Highlands",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,MPD Only,0
195886909,2021-02-02,0101000020E6100000E60F752CD33F53C0EAE73A1FF46D4340,38.85903,-76.99748,2645 WADE ROAD SE,Ward 8,"Sheridan, Barry Farm, Buena Vista",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,MPD Only,0
195894572,2021-02-25,0101000020E6100000AD2AC7DDC33F53C0CD643669126E4340,38.859896,-76.99636,2600 WADE ROAD SE,Ward 8,"Sheridan, Barry Farm, Buena Vista",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,MPD Only,0
195889996,2021-02-13,0101000020E6100000F8801618483D53C0DF93C7C8BF764340,38.928184,-76.957639,3100 FORT LINCOLN DRIVE NE,Ward 5,"Woodridge, Fort Lincoln, Gateway",UPPER NORTHEAST,Cars Only,0,,MPD Only,0
195890001,2021-02-13,0101000020E6100000CA613AE4343D53C00D5EC751CA764340,38.928289,-76.955959,3500 COMMODORE JOSHUA BARNEY DRIVE NE,Ward 5,"Woodridge, Fort Lincoln, Gateway",UPPER NORTHEAST,Cars Only,0,,MPD Only,0
195890004,2021-02-13,0101000020E61000002D429F08333D53C0F814D331C6764340,38.928289,-76.955959,3500 COMMODORE JOSHUA BARNEY DRIVE NE,Ward 5,"Woodridge, Fort Lincoln, Gateway",UPPER NORTHEAST,Cars Only,0,,MPD Only,0
195659097,2021-02-22,0101000020E6100000F3524D85E33C53C05006CFDDCC6E4340,38.864903,-76.95125,3833 PENNSYLVANIA AVENUE SE,Ward 7,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,MPD Only,0
195885381,2021-02-01,0101000020E6100000E67E5401E63F53C0B91AE7A0236A4340,38.829204,-76.998172,605 CHESAPEAKE STREET SE,Ward 8,"Congress Heights, Bellevue, Washington Highlands",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,MPD Only,0
195893050,2021-02-22,0101000020E61000004F547F70D43F53C0CE40FA5F406A4340,38.829889,-76.997339,637 BRANDYWINE STREET SE,Ward 8,"Congress Heights, Bellevue, Washington Highlands",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,MPD and DCFEMS,0
195888610,2021-02-07,0101000020E6100000B51269445B3C53C07A79DE251D714340,38.883734,-76.943087,429 BURBANK STREET SE,Ward 7,"Capitol View, Marshall Heights, Benning Heights",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,MPD Only,0
